person_id,site_id,first_name,last_name,role,email,phone,start_date,is_active
3702,1643,Nicola,Martin,SITE_MANAGER,nicola.martin@stpaulsschool(m.school.nz,028-935-1206,2022-01-06,True
3703,1643,Lisa,Henare,HS_REP,lisa.henare@stpaulsschool(m.school.nz,026-570-8250,2021-10-19,True
3704,1645,Simon,Wright,PRINCIPAL,simon.wright@tekuraotōrere.school.nz,026-528-7893,2021-05-11,True
3705,1645,Josh,Crawford,SITE_MANAGER,josh.crawford@tekuraotōrere.school.nz,028-245-5260,2021-04-06,True
3706,1645,Ruby,Johnston,HS_REP,ruby.johnston@tekuraotōrere.school.nz,026-552-5163,2021-11-21,True
3707,1646,Maia,Bennett,PRINCIPAL,maia.bennett@wainuiomatainte.school.nz,026-918-7654,2021-01-21,True
3708,1646,Tracey,Brown,SITE_MANAGER,tracey.brown@wainuiomatainte.school.nz,027-673-1851,2022-01-13,True
3709,1646,Liam,Williams,HS_REP,liam.williams@wainuiomatainte.school.nz,026-184-3173,2022-08-01,True
3710,1647,Sarah,Lee,PRINCIPAL,sarah.lee@koniniprimarysc.school.nz,025-522-5180,2022-09-22,True
3711,1647,Sarah,Crawford,SITE_MANAGER,sarah.crawford@koniniprimarysc.school.nz,022-774-6007,2021-02-09,True
3712,1647,Simon,Chen,HS_REP,simon.chen@koniniprimarysc.school.nz,023-199-5567,2020-12-28,True
3713,1648,Matthew,Gray,PRINCIPAL,matthew.gray@manaiaviewschoo.school.nz,025-265-9581,2020-04-08,True
3714,1648,Donna,Henare,SITE_MANAGER,donna.henare@manaiaviewschoo.school.nz,022-949-5603,2020-01-15,True
3715,1648,James,Johnston,HS_REP,james.johnston@manaiaviewschoo.school.nz,026-784-6854,2021-05-20,True
3716,1650,Liam,Morgan,PRINCIPAL,liam.morgan@drummondprimary.school.nz,022-376-4776,2021-08-08,True
3717,1650,Paula,Thompson,SITE_MANAGER,paula.thompson@drummondprimary.school.nz,023-584-1329,2021-06-12,True
3718,1650,David,Hall,HS_REP,david.hall@drummondprimary.school.nz,021-787-2144,2020-12-11,True
3719,1650,Sarah,Russell,CARETAKER,sarah.russell@drummondprimary.school.nz,021-923-3135,2020-01-20,True
3720,1651,Tracey,Green,PRINCIPAL,tracey.green@tkkmowairarapa.school.nz,022-340-5015,2020-10-10,True
3721,1651,Brooke,Brown,SITE_MANAGER,brooke.brown@tkkmowairarapa.school.nz,022-880-2311,2021-03-08,True
3722,1651,Maia,Smith,HS_REP,maia.smith@tkkmowairarapa.school.nz,026-979-7179,2020-03-28,True
3723,1655,Hayley,Cooper,PRINCIPAL,hayley.cooper@destinyschool.school.nz,025-943-3719,2022-07-28,True
3724,1655,James,Kumar,SITE_MANAGER,james.kumar@destinyschool.school.nz,023-966-8823,2020-05-27,True
3725,1655,Mere,Fitzgerald,HS_REP,mere.fitzgerald@destinyschool.school.nz,021-954-3941,2020-02-05,True
3726,1655,Sam,Scott,CARETAKER,sam.scott@destinyschool.school.nz,028-662-7583,2020-05-14,True
3727,1657,Nicola,Johnston,PRINCIPAL,nicola.johnston@silverstream(so.school.nz,023-781-5802,2021-10-30,True
3728,1657,Kaia,Gallagher,SITE_MANAGER,kaia.gallagher@silverstream(so.school.nz,023-785-2510,2020-06-01,True
3729,1657,Emma,Clarke,HS_REP,emma.clarke@silverstream(so.school.nz,023-784-3113,2021-07-01,True
3730,1657,Joanne,Smith,CARETAKER,joanne.smith@silverstream(so.school.nz,024-881-9703,2021-05-06,True
3731,1658,Caleb,Edwards,PRINCIPAL,caleb.edwards@putāruruprimary.school.nz,028-968-9882,2021-09-26,True
3732,1658,James,Johnston,SITE_MANAGER,james.johnston@putāruruprimary.school.nz,021-281-6038,2020-06-19,True
3733,1658,Simon,Wilson,HS_REP,simon.wilson@putāruruprimary.school.nz,025-630-3893,2021-01-23,True
3734,1658,Andrew,Robinson,CARETAKER,andrew.robinson@putāruruprimary.school.nz,027-799-3272,2020-11-05,True
3735,1659,Tane,Johnston,PRINCIPAL,tane.johnston@lakeviewschool.school.nz,022-326-7802,2022-04-16,True
3736,1659,Grant,Smith,SITE_MANAGER,grant.smith@lakeviewschool.school.nz,023-245-3572,2022-07-25,True
3737,1659,Maia,Young,HS_REP,maia.young@lakeviewschool.school.nz,021-433-8934,2021-11-18,True
3738,1660,Aria,Edwards,PRINCIPAL,aria.edwards@mastertonprimar.school.nz,023-137-7750,2020-08-25,True
3739,1660,Karen,Green,SITE_MANAGER,karen.green@mastertonprimar.school.nz,026-755-5962,2022-05-30,True
3740,1660,Ihaia,Henare,HS_REP,ihaia.henare@mastertonprimar.school.nz,025-370-8213,2020-05-16,True
3741,1660,Caleb,Williams,CARETAKER,caleb.williams@mastertonprimar.school.nz,027-129-9585,2020-10-27,True
3742,1661,Georgia,Baker,PRINCIPAL,georgia.baker@douglasparkscho.school.nz,025-169-4723,2022-07-07,True
3743,1661,Daniel,Kumar,SITE_MANAGER,daniel.kumar@douglasparkscho.school.nz,023-614-4133,2020-03-25,True
3744,1661,Mason,Edwards,HS_REP,mason.edwards@douglasparkscho.school.nz,022-248-6470,2020-04-23,True
3745,1662,Rawiri,Walker,PRINCIPAL,rawiri.walker@huiarangeschool.school.nz,026-379-7326,2021-05-05,True
3746,1662,Anika,Robinson,SITE_MANAGER,anika.robinson@huiarangeschool.school.nz,024-989-8775,2021-06-20,True
3747,1662,Mason,Hall,HS_REP,mason.hall@huiarangeschool.school.nz,023-888-7000,2021-09-28,True
3748,1662,Amber,Johnston,CARETAKER,amber.johnston@huiarangeschool.school.nz,024-975-2545,2021-08-11,True
3749,1663,Josh,Clarke,PRINCIPAL,josh.clarke@stellamarisprim.school.nz,027-718-6805,2021-12-19,True
3750,1663,Georgia,Rewi,SITE_MANAGER,georgia.rewi@stellamarisprim.school.nz,028-608-7248,2022-09-06,True
3751,1663,Daniel,Gallagher,HS_REP,daniel.gallagher@stellamarisprim.school.nz,021-268-3788,2020-08-14,True
3752,1666,Brooke,Green,PRINCIPAL,brooke.green@tekuraowaikare.school.nz,027-182-8707,2020-10-26,True
3753,1666,Olivia,Hill,SITE_MANAGER,olivia.hill@tekuraowaikare.school.nz,023-542-3978,2020-12-05,True
3754,1666,Andrew,Baker,HS_REP,andrew.baker@tekuraowaikare.school.nz,022-128-8337,2022-02-21,True
3755,1667,Chris,Chen,PRINCIPAL,chris.chen@hepunarukumātau.school.nz,028-501-5193,2021-02-17,True
3756,1667,Ihaia,Watson,SITE_MANAGER,ihaia.watson@hepunarukumātau.school.nz,024-876-1494,2022-06-16,True
3757,1667,Ben,Roberts,HS_REP,ben.roberts@hepunarukumātau.school.nz,026-888-7584,2020-06-16,True
3758,1668,Nikau,King,PRINCIPAL,nikau.king@wairoaprimarysc.school.nz,027-217-6530,2022-07-03,True
3759,1668,Charlotte,Hamilton,SITE_MANAGER,charlotte.hamilton@wairoaprimarysc.school.nz,026-644-7816,2020-06-03,True
3760,1668,Rawiri,Watson,HS_REP,rawiri.watson@wairoaprimarysc.school.nz,023-820-9871,2022-08-31,True
3761,1668,Charlotte,Taukiri,CARETAKER,charlotte.taukiri@wairoaprimarysc.school.nz,022-403-2129,2022-09-07,True
3762,1669,Tia,Stewart,PRINCIPAL,tia.stewart@tiahoprimarysch.school.nz,024-705-1407,2022-01-08,True
3763,1669,Sophie,Anderson,SITE_MANAGER,sophie.anderson@tiahoprimarysch.school.nz,026-196-4780,2022-02-22,True
3764,1669,Nikau,White,HS_REP,nikau.white@tiahoprimarysch.school.nz,028-460-6006,2022-06-16,True
3765,1669,Matiu,Henderson,CARETAKER,matiu.henderson@tiahoprimarysch.school.nz,025-748-8066,2022-06-12,True
3766,1670,Ihaia,Thompson,PRINCIPAL,ihaia.thompson@tearawhanuikura.school.nz,023-680-1891,2021-04-09,True
3767,1670,Tane,Fitzgerald,SITE_MANAGER,tane.fitzgerald@tearawhanuikura.school.nz,028-614-9407,2022-06-08,True
3768,1670,Brooke,Lee,HS_REP,brooke.lee@tearawhanuikura.school.nz,026-122-5191,2021-04-10,True
3769,1670,Shane,Johnston,CARETAKER,shane.johnston@tearawhanuikura.school.nz,025-876-6644,2021-10-29,True
3770,1672,Ryan,Fraser,PRINCIPAL,ryan.fraser@tkkmongauriamau.school.nz,024-682-9815,2022-05-19,True
3771,1672,Max,Walker,SITE_MANAGER,max.walker@tkkmongauriamau.school.nz,026-414-4650,2022-09-11,True
3772,1672,Anika,Morgan,HS_REP,anika.morgan@tkkmongauriamau.school.nz,021-885-7467,2020-12-18,True
3773,1672,Jack,Burns,CARETAKER,jack.burns@tkkmongauriamau.school.nz,028-407-7973,2020-10-27,True
3774,1673,Matiu,Johnston,PRINCIPAL,matiu.johnston@tkkmotewaiuonga.school.nz,025-551-1270,2021-10-06,True
3775,1673,Kauri,Palmer,SITE_MANAGER,kauri.palmer@tkkmotewaiuonga.school.nz,021-153-7368,2021-08-17,True
3776,1673,Sam,Taylor,HS_REP,sam.taylor@tkkmotewaiuonga.school.nz,024-942-2292,2021-07-08,True
3777,1673,Ben,Hall,CARETAKER,ben.hall@tkkmotewaiuonga.school.nz,024-919-2562,2020-09-13,True
3778,1674,Sophie,Hall,PRINCIPAL,sophie.hall@tkkmotewanangaw.school.nz,026-256-1669,2021-12-19,True
3779,1674,Mark,Harris,SITE_MANAGER,mark.harris@tkkmotewanangaw.school.nz,027-762-7748,2021-04-13,True
3780,1674,Lisa,Rewi,HS_REP,lisa.rewi@tkkmotewanangaw.school.nz,026-881-2521,2022-05-04,True
3781,1675,Matthew,Baker,PRINCIPAL,matthew.baker@ruakiturischool.school.nz,021-245-2800,2020-07-09,True
3782,1675,Sarah,Gallagher,SITE_MANAGER,sarah.gallagher@ruakiturischool.school.nz,024-774-3413,2020-07-24,True
3783,1675,Sophie,Singh,HS_REP,sophie.singh@ruakiturischool.school.nz,025-241-1097,2022-08-05,True
3784,1676,Georgia,Kim,PRINCIPAL,georgia.kim@temahiaschool.school.nz,026-823-3484,2022-03-17,True
3785,1676,Lisa,Smith,SITE_MANAGER,lisa.smith@temahiaschool.school.nz,026-198-3038,2022-02-02,True
3786,1676,Nicola,Jones,HS_REP,nicola.jones@temahiaschool.school.nz,022-762-6415,2020-12-09,True
3787,1677,Tane,Morgan,PRINCIPAL,tane.morgan@mohakaschool.school.nz,025-600-1578,2020-12-08,True
3788,1677,Nicola,Smith,SITE_MANAGER,nicola.smith@mohakaschool.school.nz,026-512-8264,2021-12-29,True
3789,1677,James,Harawira,HS_REP,james.harawira@mohakaschool.school.nz,026-577-7935,2021-06-15,True
3790,1677,Brooke,Taukiri,CARETAKER,brooke.taukiri@mohakaschool.school.nz,022-540-7378,2021-12-07,True
3791,1678,Karen,Lee,PRINCIPAL,karen.lee@tekuraowaikarem.school.nz,025-625-2413,2020-08-23,True
3792,1678,Karen,Collins,SITE_MANAGER,karen.collins@tekuraowaikarem.school.nz,026-625-4594,2021-06-21,True
3793,1678,Michael,Smith,HS_REP,michael.smith@tekuraowaikarem.school.nz,023-312-6805,2022-06-21,True
3794,1679,Ben,Gallagher,PRINCIPAL,ben.gallagher@rahotuschool.school.nz,022-702-5570,2021-12-13,True
3795,1679,Max,Lee,SITE_MANAGER,max.lee@rahotuschool.school.nz,022-238-8273,2021-09-12,True
3796,1679,Mason,Fraser,HS_REP,mason.fraser@rahotuschool.school.nz,025-335-1767,2021-08-24,True
3797,1680,Kaia,Henderson,PRINCIPAL,kaia.henderson@aberdeenschool.school.nz,023-384-6948,2020-05-07,True
3798,1680,Jack,Hall,SITE_MANAGER,jack.hall@aberdeenschool.school.nz,023-740-8476,2022-01-12,True
3799,1680,Sam,Young,HS_REP,sam.young@aberdeenschool.school.nz,028-638-7040,2021-05-15,True
3800,1681,Ryan,Hill,PRINCIPAL,ryan.hill@allandaleschool.school.nz,022-859-4706,2021-09-30,True
3801,1681,Josh,Wong,SITE_MANAGER,josh.wong@allandaleschool.school.nz,021-440-2028,2020-12-10,True
3802,1681,Donna,Anderson,HS_REP,donna.anderson@allandaleschool.school.nz,027-220-9991,2020-01-14,True
3803,1681,Noah,Clarke,CARETAKER,noah.clarke@allandaleschool.school.nz,022-685-3208,2020-11-19,True
3804,1682,Rachel,Williams,PRINCIPAL,rachel.williams@amisfieldschool.school.nz,026-783-2065,2020-06-17,True
3805,1682,Kylie,Harris,SITE_MANAGER,kylie.harris@amisfieldschool.school.nz,025-965-3108,2020-05-17,True
3806,1682,Kaia,Jones,HS_REP,kaia.jones@amisfieldschool.school.nz,023-315-6666,2022-03-23,True
3807,1682,Caleb,Russell,CARETAKER,caleb.russell@amisfieldschool.school.nz,025-599-2797,2022-06-22,True
3808,1683,Finn,Wright,PRINCIPAL,finn.wright@aorangischool(r.school.nz,026-483-5446,2020-07-17,True
3809,1683,Amber,Mitchell,SITE_MANAGER,amber.mitchell@aorangischool(r.school.nz,021-949-8532,2020-10-29,True
3810,1683,Donna,Walker,HS_REP,donna.walker@aorangischool(r.school.nz,028-910-4362,2022-08-31,True
3811,1684,Hayley,Smith,PRINCIPAL,hayley.smith@apanuischool.school.nz,027-359-3790,2020-02-06,True
3812,1684,Mere,Hall,SITE_MANAGER,mere.hall@apanuischool.school.nz,027-569-6779,2022-04-01,True
3813,1684,Zara,Mahuta,HS_REP,zara.mahuta@apanuischool.school.nz,021-921-6487,2020-04-28,True
3814,1684,Wiremu,Bennett,CARETAKER,wiremu.bennett@apanuischool.school.nz,024-476-5715,2022-03-21,True
3815,1686,Daniel,Taylor,PRINCIPAL,daniel.taylor@aratakischool.school.nz,023-677-2921,2020-04-19,True
3816,1686,David,White,SITE_MANAGER,david.white@aratakischool.school.nz,025-351-3466,2021-12-09,True
3817,1686,Hayley,Collins,HS_REP,hayley.collins@aratakischool.school.nz,022-201-5606,2020-04-11,True
3818,1686,Holly,Wilson,CARETAKER,holly.wilson@aratakischool.school.nz,022-203-5794,2021-12-27,True
3819,1687,Maia,Lee,PRINCIPAL,maia.lee@āriaschool.school.nz,027-524-2029,2020-03-20,True
3820,1687,Rachel,Patel,SITE_MANAGER,rachel.patel@āriaschool.school.nz,025-379-7213,2020-12-20,True
3821,1687,Chris,Morgan,HS_REP,chris.morgan@āriaschool.school.nz,021-936-7706,2021-03-09,True
3822,1687,Rawiri,Collins,CARETAKER,rawiri.collins@āriaschool.school.nz,028-583-7296,2020-10-12,True
3823,1688,Charlotte,Mahuta,PRINCIPAL,charlotte.mahuta@arohenaschool.school.nz,026-337-8913,2022-06-15,True
3824,1688,Ben,Murray,SITE_MANAGER,ben.murray@arohenaschool.school.nz,026-797-9877,2022-08-14,True
3825,1688,Tane,Mitchell,HS_REP,tane.mitchell@arohenaschool.school.nz,027-818-4202,2021-03-03,True
3826,1689,Finn,Bennett,PRINCIPAL,finn.bennett@ashbrookschool.school.nz,022-520-3749,2021-07-04,True
3827,1689,Ben,Stewart,SITE_MANAGER,ben.stewart@ashbrookschool.school.nz,021-978-6941,2022-07-01,True
3828,1689,Josh,Hall,HS_REP,josh.hall@ashbrookschool.school.nz,021-524-6254,2020-01-28,True
3829,1689,Mark,Clarke,CARETAKER,mark.clarke@ashbrookschool.school.nz,022-399-5287,2021-10-14,True
3830,1691,David,Taukiri,PRINCIPAL,david.taukiri@awakerischool.school.nz,023-381-8990,2021-02-08,True
3831,1691,Scott,Singh,SITE_MANAGER,scott.singh@awakerischool.school.nz,022-251-7637,2020-05-27,True
3832,1691,Emma,Brown,HS_REP,emma.brown@awakerischool.school.nz,022-240-2012,2020-08-29,True
3833,1693,Moana,Collins,PRINCIPAL,moana.collins@bankwoodschool.school.nz,021-577-6445,2021-06-30,True
3834,1693,Tane,Mitchell,SITE_MANAGER,tane.mitchell@bankwoodschool.school.nz,024-301-6058,2020-07-21,True
3835,1693,Noah,Tamati,HS_REP,noah.tamati@bankwoodschool.school.nz,022-832-9082,2022-05-20,True
3836,1694,Kauri,Gray,PRINCIPAL,kauri.gray@bellevueschool(.school.nz,024-198-4430,2021-07-13,True
3837,1694,Simon,Taukiri,SITE_MANAGER,simon.taukiri@bellevueschool(.school.nz,026-345-7210,2020-12-01,True
3838,1694,Stacey,Mitchell,HS_REP,stacey.mitchell@bellevueschool(.school.nz,022-262-7717,2020-12-24,True
3839,1695,Ryan,Brown,PRINCIPAL,ryan.brown@berkleynormalmi.school.nz,022-880-6525,2020-08-02,True
3840,1695,Caleb,Burns,SITE_MANAGER,caleb.burns@berkleynormalmi.school.nz,024-389-1651,2020-08-05,True
3841,1695,Stacey,Taukiri,HS_REP,stacey.taukiri@berkleynormalmi.school.nz,028-717-6626,2020-06-21,True
3842,1695,Chris,Baker,CARETAKER,chris.baker@berkleynormalmi.school.nz,026-977-4037,2020-07-22,True
3843,1696,Rachel,Johnston,PRINCIPAL,rachel.johnston@tkkmobernardfer.school.nz,026-945-4297,2021-09-07,True
3844,1696,Max,Kumar,SITE_MANAGER,max.kumar@tkkmobernardfer.school.nz,025-193-4964,2021-03-10,True
3845,1696,Daniel,Fraser,HS_REP,daniel.fraser@tkkmobernardfer.school.nz,024-873-1407,2022-05-30,True
3846,1697,Nicola,Cooper,PRINCIPAL,nicola.cooper@bethlehemschool.school.nz,024-467-6257,2020-03-21,True
3847,1697,Mere,Mahuta,SITE_MANAGER,mere.mahuta@bethlehemschool.school.nz,021-212-4471,2022-06-15,True
3848,1697,Sam,Kumar,HS_REP,sam.kumar@bethlehemschool.school.nz,021-449-1721,2022-05-12,True
3849,1697,Sophie,Murray,CARETAKER,sophie.murray@bethlehemschool.school.nz,025-243-2256,2020-01-02,True
3850,1698,Emma,Hamilton,PRINCIPAL,emma.hamilton@broadlandsschoo.school.nz,027-171-2007,2022-09-08,True
3851,1698,Hemi,Collins,SITE_MANAGER,hemi.collins@broadlandsschoo.school.nz,023-247-1601,2020-08-31,True
3852,1698,Simon,Gallagher,HS_REP,simon.gallagher@broadlandsschoo.school.nz,028-463-4033,2020-08-18,True
3853,1698,Anika,Henderson,CARETAKER,anika.henderson@broadlandsschoo.school.nz,025-838-5974,2021-11-05,True
3854,1699,Aroha,Anderson,PRINCIPAL,aroha.anderson@tekuraomanunui.school.nz,024-227-8258,2021-06-26,True
3855,1699,Maia,Robinson,SITE_MANAGER,maia.robinson@tekuraomanunui.school.nz,023-443-5602,2021-01-10,True
3856,1699,Zara,Gallagher,HS_REP,zara.gallagher@tekuraomanunui.school.nz,027-420-9105,2020-12-21,True
3857,1700,Nathan,Brown,PRINCIPAL,nathan.brown@cambridgeeastsc.school.nz,026-755-8699,2021-03-15,True
3858,1700,Kaia,Hall,SITE_MANAGER,kaia.hall@cambridgeeastsc.school.nz,025-537-8327,2022-01-05,True
3859,1700,Tracey,Walker,HS_REP,tracey.walker@cambridgeeastsc.school.nz,024-408-4450,2022-03-23,True
3860,1700,James,Bennett,CARETAKER,james.bennett@cambridgeeastsc.school.nz,026-356-7684,2020-12-02,True
3861,1701,Matiu,Patel,PRINCIPAL,matiu.patel@cambridgemiddle.school.nz,027-192-8648,2021-01-25,True
3862,1701,Stacey,Bennett,SITE_MANAGER,stacey.bennett@cambridgemiddle.school.nz,025-636-7371,2021-04-10,True
3863,1701,Maia,Hill,HS_REP,maia.hill@cambridgemiddle.school.nz,021-202-7247,2020-12-22,True
3864,1702,Chris,Young,PRINCIPAL,chris.young@cambridgeschool.school.nz,028-263-9008,2020-03-03,True
3865,1702,Rachel,Campbell,SITE_MANAGER,rachel.campbell@cambridgeschool.school.nz,023-998-9664,2022-06-28,True
3866,1702,Max,Martin,HS_REP,max.martin@cambridgeschool.school.nz,028-858-5388,2021-06-19,True
3867,1704,Tia,King,PRINCIPAL,tia.king@cargillschool.school.nz,021-844-7307,2020-10-22,True
3868,1704,Josh,Te Huia,SITE_MANAGER,josh.te huia@cargillschool.school.nz,027-216-6287,2020-02-21,True
3869,1704,Jessica,Scott,HS_REP,jessica.scott@cargillschool.school.nz,026-816-4456,2021-08-26,True
3870,1705,Jack,Burns,PRINCIPAL,jack.burns@centennialparks.school.nz,024-839-1516,2020-07-17,True
3871,1705,Wiremu,Crawford,SITE_MANAGER,wiremu.crawford@centennialparks.school.nz,021-236-5046,2021-03-30,True
3872,1705,Sam,Wong,HS_REP,sam.wong@centennialparks.school.nz,027-219-3702,2021-02-24,True
3873,1706,Nathan,Hamilton,PRINCIPAL,nathan.hamilton@colvilleschool.school.nz,027-452-8072,2020-02-04,True
3874,1706,Hemi,Kumar,SITE_MANAGER,hemi.kumar@colvilleschool.school.nz,024-467-8217,2020-01-23,True
3875,1706,David,Clarke,HS_REP,david.clarke@colvilleschool.school.nz,025-172-5114,2022-02-11,True
3876,1706,Kylie,Kumar,CARETAKER,kylie.kumar@colvilleschool.school.nz,025-316-5281,2022-06-07,True
3877,1707,Reuben,Scott,PRINCIPAL,reuben.scott@coroglenschool.school.nz,022-690-1317,2020-07-26,True
3878,1707,Karen,White,SITE_MANAGER,karen.white@coroglenschool.school.nz,021-875-5412,2020-06-13,True
3879,1707,Reuben,Henderson,HS_REP,reuben.henderson@coroglenschool.school.nz,027-295-8970,2020-06-21,True
3880,1708,Holly,Taylor,PRINCIPAL,holly.taylor@davidhenryschoo.school.nz,023-709-6361,2020-12-21,True
3881,1708,Noah,Gray,SITE_MANAGER,noah.gray@davidhenryschoo.school.nz,028-585-7778,2022-02-24,True
3882,1708,Holly,Singh,HS_REP,holly.singh@davidhenryschoo.school.nz,023-191-5371,2021-03-20,True
3883,1709,Holly,Thompson,PRINCIPAL,holly.thompson@davidstreetscho.school.nz,023-913-8019,2020-11-04,True
3884,1709,Paula,Bennett,SITE_MANAGER,paula.bennett@davidstreetscho.school.nz,024-758-5070,2021-06-21,True
3885,1709,Aroha,Johnston,HS_REP,aroha.johnston@davidstreetscho.school.nz,024-481-6470,2022-06-07,True
3886,1710,Tane,Murray,PRINCIPAL,tane.murray@deanwellschool.school.nz,027-192-4401,2021-06-03,True
3887,1710,Georgia,Watson,SITE_MANAGER,georgia.watson@deanwellschool.school.nz,021-185-3383,2022-04-10,True
3888,1710,Brooke,Fraser,HS_REP,brooke.fraser@deanwellschool.school.nz,021-551-6216,2021-10-15,True
3889,1711,James,White,PRINCIPAL,james.white@edgecumbeschool.school.nz,022-732-3293,2021-06-22,True
3890,1711,Kaia,Anderson,SITE_MANAGER,kaia.anderson@edgecumbeschool.school.nz,023-329-7446,2020-10-24,True
3891,1711,Kylie,Martin,HS_REP,kylie.martin@edgecumbeschool.school.nz,027-228-9002,2022-03-26,True
3892,1713,Hayley,Fraser,PRINCIPAL,hayley.fraser@elstow-waihouco.school.nz,023-389-7985,2020-11-15,True
3893,1713,Zara,Mahuta,SITE_MANAGER,zara.mahuta@elstow-waihouco.school.nz,025-741-6141,2021-06-09,True
3894,1713,Donna,Watson,HS_REP,donna.watson@elstow-waihouco.school.nz,023-126-9876,2020-07-11,True
3895,1713,Reuben,Smith,CARETAKER,reuben.smith@elstow-waihouco.school.nz,021-195-9137,2020-11-14,True
3896,1715,Max,White,PRINCIPAL,max.white@fairfieldinterm.school.nz,028-911-1389,2021-02-18,True
3897,1715,Andrew,Singh,SITE_MANAGER,andrew.singh@fairfieldinterm.school.nz,025-468-5093,2020-05-13,True
3898,1715,Tia,Young,HS_REP,tia.young@fairfieldinterm.school.nz,026-954-6001,2022-04-15,True
3899,1715,Rachel,Kim,CARETAKER,rachel.kim@fairfieldinterm.school.nz,025-249-1781,2021-03-07,True
3900,1716,Tia,Baker,PRINCIPAL,tia.baker@fairfieldprimar.school.nz,028-946-7800,2021-03-06,True
3901,1716,Ruby,Burns,SITE_MANAGER,ruby.burns@fairfieldprimar.school.nz,022-292-3856,2021-04-16,True
3902,1716,Kauri,Palmer,HS_REP,kauri.palmer@fairfieldprimar.school.nz,025-623-1341,2022-06-21,True
3903,1716,Jack,Wong,CARETAKER,jack.wong@fairfieldprimar.school.nz,028-390-3898,2021-03-17,True
3904,1717,Paula,Gray,PRINCIPAL,paula.gray@fairhavenschool.school.nz,026-434-3580,2021-03-06,True
3905,1717,Emma,Singh,SITE_MANAGER,emma.singh@fairhavenschool.school.nz,022-170-2732,2021-05-19,True
3906,1717,Freya,Burns,HS_REP,freya.burns@fairhavenschool.school.nz,027-322-7924,2020-04-10,True
3907,1717,Aria,Nguyen,CARETAKER,aria.nguyen@fairhavenschool.school.nz,027-990-5452,2022-09-02,True
3908,1718,Scott,Hall,PRINCIPAL,scott.hall@tewharekuraokir.school.nz,021-217-8106,2020-10-21,True
3909,1718,Liam,Harris,SITE_MANAGER,liam.harris@tewharekuraokir.school.nz,026-561-5644,2021-12-30,True
3910,1718,Rawiri,Kim,HS_REP,rawiri.kim@tewharekuraokir.school.nz,024-575-3316,2021-08-17,True
3911,1718,Matiu,Henare,CARETAKER,matiu.henare@tewharekuraokir.school.nz,021-762-5966,2020-08-17,True
3912,1719,Zara,Harris,PRINCIPAL,zara.harris@firthschool.school.nz,027-295-2091,2021-05-12,True
3913,1719,Amber,King,SITE_MANAGER,amber.king@firthschool.school.nz,025-905-5161,2022-02-07,True
3914,1719,Hemi,Smith,HS_REP,hemi.smith@firthschool.school.nz,026-217-4260,2020-07-06,True
3915,1720,Simon,Tamati,PRINCIPAL,simon.tamati@forestlakeschoo.school.nz,021-739-8252,2022-01-24,True
3916,1720,Mere,Martin,SITE_MANAGER,mere.martin@forestlakeschoo.school.nz,025-919-4804,2021-05-19,True
3917,1720,Isla,Collins,HS_REP,isla.collins@forestlakeschoo.school.nz,024-723-7735,2022-08-12,True
3918,1721,Finn,Scott,PRINCIPAL,finn.scott@franktonschool.school.nz,021-955-7104,2021-03-10,True
3919,1721,Michelle,Parker,SITE_MANAGER,michelle.parker@franktonschool.school.nz,024-466-3953,2021-04-25,True
3920,1721,Liam,Baker,HS_REP,liam.baker@franktonschool.school.nz,027-752-5290,2020-04-04,True
3921,1722,Matthew,Nguyen,PRINCIPAL,matthew.nguyen@galateaschool.school.nz,021-892-7960,2021-08-10,True
3922,1722,Joanne,Mitchell,SITE_MANAGER,joanne.mitchell@galateaschool.school.nz,024-186-8294,2021-05-21,True
3923,1722,Aria,Walker,HS_REP,aria.walker@galateaschool.school.nz,026-569-9608,2021-11-08,True
3924,1723,Noah,Clarke,PRINCIPAL,noah.clarke@glenmasseyschoo.school.nz,024-709-8349,2021-11-09,True
3925,1723,Mark,Nguyen,SITE_MANAGER,mark.nguyen@glenmasseyschoo.school.nz,022-421-7249,2022-06-11,True
3926,1723,Karen,Tamati,HS_REP,karen.tamati@glenmasseyschoo.school.nz,027-308-4971,2021-07-21,True
3927,1723,David,Scott,CARETAKER,david.scott@glenmasseyschoo.school.nz,025-139-6615,2021-11-06,True
3928,1724,Matthew,Henderson,PRINCIPAL,matthew.henderson@glenholmeschool.school.nz,022-305-2109,2022-04-19,True
3929,1724,David,Walker,SITE_MANAGER,david.walker@glenholmeschool.school.nz,024-383-9515,2020-12-09,True
3930,1724,Shane,Thompson,HS_REP,shane.thompson@glenholmeschool.school.nz,024-432-4618,2022-02-09,True
3931,1724,Nikau,Kumar,CARETAKER,nikau.kumar@glenholmeschool.school.nz,022-996-7751,2021-09-06,True
3932,1725,Max,Taylor,PRINCIPAL,max.taylor@glenviewschool(.school.nz,024-766-3574,2022-03-11,True
3933,1725,Rachel,Rewi,SITE_MANAGER,rachel.rewi@glenviewschool(.school.nz,022-710-4381,2021-08-31,True
3934,1725,Aroha,Scott,HS_REP,aroha.scott@glenviewschool(.school.nz,027-937-9985,2021-11-12,True
3935,1725,Zara,Kumar,CARETAKER,zara.kumar@glenviewschool(.school.nz,024-177-8643,2022-03-06,True
3936,1726,Tane,Henare,PRINCIPAL,tane.henare@goldfieldsschoo.school.nz,024-729-3635,2022-06-24,True
